,ACCIDENT_NO,ATMOSPH_COND,ATMOSPH_COND_SEQ,Atmosph Cond Desc
193241,T20190013284,7,1,Strong winds
193242,T20190013285,1,1,Clear
193243,T20190013286,1,1,Clear
193244,T20190013287,2,0,Raining
193245,T20190013289,1,1,Clear
193246,T20190013294,2,1,Raining
193247,T20190013295,1,1,Clear
193248,T20190013299,1,0,Clear
193249,T20190013302,1,0,Clear
193250,T20190013304,2,1,Raining
193251,T20190013305,2,1,Raining
193252,T20190013307,1,0,Clear
193253,T20190013309,1,0,Clear
193254,T20190013310,2,1,Raining
193255,T20190013311,2,1,Raining
193256,T20190013312,1,1,Clear
193257,T20190013313,1,1,Clear
193258,T20190013314,1,0,Clear
193259,T20190013315,9,0,Not known
193260,T20190013318,2,1,Raining
193261,T20190013321,2,0,Raining
193262,T20190013322,9,0,Not known
193263,T20190013323,1,0,Clear
193264,T20190013325,1,1,Clear
193265,T20190013326,1,1,Clear
193266,T20190013328,1,1,Clear
193267,T20190013332,1,1,Clear
193268,T20190013334,1,1,Clear
193269,T20190013335,1,1,Clear
193270,T20190013337,1,0,Clear
193271,T20190013339,1,0,Clear
193272,T20190013340,1,0,Clear
193273,T20190013341,1,1,Clear
193274,T20190013342,1,0,Clear
193275,T20190013343,2,0,Raining
193276,T20190013344,1,0,Clear
193277,T20190013347,1,0,Clear
193278,T20190013349,2,0,Raining
193279,T20190013350,4,1,Fog
193280,T20190013353,1,0,Clear
193281,T20190013355,1,1,Clear
193282,T20190013357,2,0,Raining
193283,T20190013358,9,1,Not known
193284,T20190013359,1,0,Clear
193285,T20190013360,1,1,Clear
193286,T20190013361,1,0,Clear
193287,T20190013364,1,1,Clear
193288,T20190013366,1,1,Clear
193289,T20190013369,1,1,Clear
193290,T20190013370,1,1,Clear
193291,T20190013372,1,0,Clear
193292,T20190013373,9,0,Not known
193293,T20190013374,1,0,Clear
193294,T20190013375,1,1,Clear
193295,T20190013376,2,0,Raining
193296,T20190013377,2,1,Raining
193297,T20190013380,1,0,Clear
193298,T20190013381,1,1,Clear
193299,T20190013382,1,1,Clear
193300,T20190013383,1,1,Clear
193301,T20190013385,1,1,Clear
193302,T20190013386,1,0,Clear
193303,T20190013388,1,0,Clear
193304,T20190013389,2,1,Raining
193305,T20190013391,1,1,Clear
193306,T20190013392,1,1,Clear
193307,T20190013393,1,0,Clear
193308,T20190013394,1,1,Clear
193309,T20190013395,1,1,Clear
193310,T20190013398,1,1,Clear
193311,T20190013402,1,0,Clear
193312,T20190013407,9,0,Not known
193313,T20190013408,1,0,Clear
193314,T20190013409,9,0,Not known
193315,T20190013410,1,0,Clear
193316,T20190013411,4,1,Fog
193317,T20190013412,1,1,Clear
193318,T20190013413,1,0,Clear
193319,T20190013414,1,1,Clear
193320,T20190013416,4,0,Fog
193321,T20190013417,1,1,Clear
193322,T20190013418,1,1,Clear
193323,T20190013418,7,2,Strong winds
193324,T20190013419,1,0,Clear
193325,T20190013421,9,0,Not known
193326,T20190013422,1,1,Clear
193327,T20190013423,1,0,Clear
193328,T20190013425,9,0,Not known
193329,T20190013426,1,0,Clear
193330,T20190013428,1,0,Clear
193331,T20190013429,1,0,Clear
193332,T20190013432,9,0,Not known
193333,T20190013436,9,0,Not known
193334,T20190013437,9,0,Not known
193335,T20190013438,1,0,Clear
193336,T20190013440,1,1,Clear
193337,T20190013441,1,0,Clear
193338,T20190013443,1,1,Clear
193339,T20190013445,1,1,Clear
193340,T20190013446,1,1,Clear
193341,T20190013447,1,0,Clear
193342,T20190013448,1,0,Clear
193343,T20190013451,1,0,Clear
193344,T20190013452,1,1,Clear
193345,T20190013454,9,0,Not known
193346,T20190013458,1,0,Clear
193347,T20190013460,1,1,Clear
193348,T20190013462,1,0,Clear
193349,T20190013463,1,0,Clear
193350,T20190013464,1,1,Clear
193351,T20190013465,1,0,Clear
193352,T20190013467,1,1,Clear
193353,T20190013469,1,0,Clear
193354,T20190013471,1,0,Clear
193355,T20190013478,1,0,Clear
193356,T20190013479,1,0,Clear
193357,T20190013481,1,1,Clear
193358,T20190013482,1,1,Clear
193359,T20190013483,1,0,Clear
193360,T20190013485,4,0,Fog
193361,T20190013486,1,0,Clear
193362,T20190013487,4,0,Fog
193363,T20190013490,1,1,Clear
193364,T20190013491,1,0,Clear
193365,T20190013492,9,1,Not known
193366,T20190013496,1,1,Clear
193367,T20190013497,1,0,Clear
193368,T20190013498,1,0,Clear
193369,T20190013499,9,0,Not known
193370,T20190013501,1,1,Clear
193371,T20190013502,1,0,Clear
193372,T20190013503,9,1,Not known
193373,T20190013504,1,0,Clear
193374,T20190013505,2,0,Raining
193375,T20190013506,1,1,Clear
193376,T20190013508,1,0,Clear
193377,T20190013510,1,0,Clear
193378,T20190013511,2,1,Raining
193379,T20190013514,1,0,Clear
193380,T20190013517,1,0,Clear
193381,T20190013519,1,0,Clear
193382,T20190013522,9,0,Not known
193383,T20190013523,1,0,Clear
193384,T20190013524,9,1,Not known
193385,T20190013525,1,1,Clear
193386,T20190013527,1,0,Clear
193387,T20190013528,1,1,Clear
193388,T20190013530,1,0,Clear
193389,T20190013532,1,0,Clear
193390,T20190013533,1,0,Clear
193391,T20190013534,1,0,Clear
193392,T20190013536,1,0,Clear
193393,T20190013537,1,1,Clear
193394,T20190013541,1,1,Clear
193395,T20190013543,1,0,Clear
193396,T20190013544,1,0,Clear
193397,T20190013545,9,0,Not known
193398,T20190013546,1,1,Clear
193399,T20190013549,1,0,Clear
193400,T20190013550,1,1,Clear
193401,T20190013552,9,1,Not known
193402,T20190013553,1,1,Clear
193403,T20190013554,1,0,Clear
193404,T20190013558,7,1,Strong winds
193405,T20190013561,1,1,Clear
193406,T20190013563,1,0,Clear
193407,T20190013563,7,1,Strong winds
193408,T20190013565,1,0,Clear
193409,T20190013566,1,0,Clear
193410,T20190013569,1,1,Clear
193411,T20190013570,1,1,Clear
193412,T20190013571,1,1,Clear
193413,T20190013574,1,0,Clear
193414,T20190013581,1,1,Clear
193415,T20190013582,1,0,Clear
193416,T20190013585,1,0,Clear
193417,T20190013586,1,0,Clear
193418,T20190013589,1,0,Clear
193419,T20190013591,1,1,Clear
193420,T20190013592,1,1,Clear
193421,T20190013593,1,1,Clear
193422,T20190013599,1,0,Clear
193423,T20190013600,1,1,Clear
193424,T20190013603,1,1,Clear
193425,T20190013604,1,1,Clear
193426,T20190013607,1,1,Clear
193427,T20190013608,1,0,Clear
193428,T20190013610,1,1,Clear
193429,T20190013612,1,1,Clear
193430,T20190013613,1,0,Clear
193431,T20190013614,1,1,Clear
193432,T20190013616,1,0,Clear
193433,T20190013618,1,0,Clear
193434,T20190013619,1,1,Clear
193435,T20190013622,1,1,Clear
193436,T20190013625,1,1,Clear
193437,T20190013626,1,1,Clear
193438,T20190013627,1,0,Clear
193439,T20190013631,9,0,Not known
193440,T20190013632,1,0,Clear
193441,T20190013635,1,1,Clear
193442,T20190013636,1,1,Clear
193443,T20190013637,1,0,Clear
193444,T20190013639,9,1,Not known
193445,T20190013641,1,0,Clear
193446,T20190013642,1,0,Clear
193447,T20190013645,9,0,Not known
193448,T20190013647,1,0,Clear
193449,T20190013649,1,0,Clear
193450,T20190013650,1,1,Clear
193451,T20190013651,9,0,Not known
193452,T20190013652,1,0,Clear
193453,T20190013653,9,0,Not known
193454,T20190013656,1,1,Clear
193455,T20190013657,1,0,Clear
193456,T20190013658,1,1,Clear
193457,T20190013659,1,0,Clear
193458,T20190013661,1,1,Clear
193459,T20190013663,9,0,Not known
193460,T20190013664,1,1,Clear
193461,T20190013667,2,0,Raining
193462,T20190013669,1,1,Clear
193463,T20190013670,1,1,Clear
193464,T20190013672,1,0,Clear
193465,T20190013674,9,1,Not known
193466,T20190013675,1,0,Clear
193467,T20190013676,1,0,Clear
193468,T20190013677,1,1,Clear
193469,T20190013677,7,2,Strong winds
193470,T20190013680,1,0,Clear
193471,T20190013681,1,0,Clear
193472,T20190013683,1,0,Clear
193473,T20190013685,1,0,Clear
193474,T20190013686,2,1,Raining
193475,T20190013687,1,0,Clear
193476,T20190013688,9,0,Not known
193477,T20190013691,2,1,Raining
193478,T20190013693,1,1,Clear
193479,T20190013695,1,1,Clear
193480,T20190013696,1,0,Clear
193481,T20190013696,7,1,Strong winds
193482,T20190013697,1,1,Clear
193483,T20190013698,1,0,Clear
193484,T20190013701,9,0,Not known
193485,T20190013702,1,0,Clear
193486,T20190013704,9,1,Not known
193487,T20190013706,2,0,Raining
193488,T20190013707,1,0,Clear
193489,T20190013709,1,0,Clear
193490,T20190013710,1,1,Clear
193491,T20190013711,1,0,Clear
193492,T20190013712,9,0,Not known
193493,T20190013714,1,0,Clear
193494,T20190013715,1,1,Clear
193495,T20190013716,1,0,Clear
193496,T20190013719,1,1,Clear
193497,T20190013720,1,1,Clear
193498,T20190013721,9,0,Not known
193499,T20190013723,1,1,Clear
193500,T20190013727,1,0,Clear
193501,T20190013728,2,1,Raining
193502,T20190013729,2,0,Raining
193503,T20190013729,7,1,Strong winds
193504,T20190013731,1,0,Clear
193505,T20190013732,1,1,Clear
193506,T20190013733,2,0,Raining
193507,T20190013734,7,1,Strong winds
193508,T20190013735,9,0,Not known
193509,T20190013736,2,0,Raining
193510,T20190013736,7,1,Strong winds
193511,T20190013737,1,0,Clear
193512,T20190013743,1,0,Clear
193513,T20190013744,2,1,Raining
193514,T20190013746,2,1,Raining
193515,T20190013747,1,1,Clear
193516,T20190013748,9,0,Not known
193517,T20190013750,1,1,Clear
193518,T20190013755,1,1,Clear
193519,T20190013756,9,1,Not known
193520,T20190013760,9,0,Not known
193521,T20190013761,1,1,Clear
193522,T20190013763,1,1,Clear
193523,T20190013765,1,1,Clear
193524,T20190013766,9,0,Not known
193525,T20190013767,1,0,Clear
193526,T20190013771,1,1,Clear
193527,T20190013772,1,0,Clear
193528,T20190013773,1,1,Clear
193529,T20190013774,1,1,Clear
193530,T20190013775,1,0,Clear
193531,T20190013776,1,1,Clear
193532,T20190013778,1,1,Clear
193533,T20190013779,1,0,Clear
193534,T20190013780,1,0,Clear
193535,T20190013784,2,1,Raining
193536,T20190013785,1,1,Clear
193537,T20190013786,1,1,Clear
193538,T20190013787,9,0,Not known
193539,T20190013790,9,0,Not known
193540,T20190013791,1,1,Clear
193541,T20190013792,1,0,Clear
193542,T20190013793,1,0,Clear
193543,T20190013795,9,0,Not known
193544,T20190013796,1,1,Clear
193545,T20190013797,2,1,Raining
193546,T20190013798,2,1,Raining
193547,T20190013801,1,0,Clear
193548,T20190013803,2,0,Raining
193549,T20190013803,7,1,Strong winds
193550,T20190013804,2,0,Raining
193551,T20190013807,1,1,Clear
193552,T20190013810,1,1,Clear
193553,T20190013811,1,0,Clear
193554,T20190013814,1,0,Clear
193555,T20190013815,1,0,Clear
193556,T20190013816,1,1,Clear
193557,T20190013819,1,0,Clear
193558,T20190013820,1,1,Clear
193559,T20190013823,1,0,Clear
193560,T20190013823,7,1,Strong winds
193561,T20190013827,1,1,Clear
193562,T20190013828,2,1,Raining
193563,T20190013829,2,1,Raining
193564,T20190013830,1,0,Clear
193565,T20190013833,9,0,Not known
193566,T20190013835,1,0,Clear
193567,T20190013836,9,0,Not known
193568,T20190013839,1,0,Clear
193569,T20190013842,1,0,Clear
193570,T20190013847,1,1,Clear
193571,T20190013848,1,0,Clear
193572,T20190013849,2,0,Raining
193573,T20190013851,1,0,Clear
193574,T20190013852,1,1,Clear
193575,T20190013853,1,0,Clear
193576,T20190013857,1,0,Clear
193577,T20190013858,1,0,Clear
193578,T20190013859,1,0,Clear
193579,T20190013860,2,1,Raining
193580,T20190013862,9,0,Not known
193581,T20190013863,9,1,Not known
193582,T20190013864,9,0,Not known
193583,T20190013865,1,0,Clear
193584,T20190013867,1,0,Clear
193585,T20190013870,1,1,Clear
193586,T20190013871,1,0,Clear
193587,T20190013872,1,0,Clear
193588,T20190013873,1,1,Clear
193589,T20190013874,1,0,Clear
193590,T20190013875,1,0,Clear
193591,T20190013876,1,1,Clear
193592,T20190013878,1,0,Clear
193593,T20190013879,1,0,Clear
193594,T20190013880,1,0,Clear
193595,T20190013885,1,0,Clear
193596,T20190013891,1,0,Clear
193597,T20190013892,1,0,Clear
193598,T20190013895,1,0,Clear
193599,T20190013896,1,1,Clear
193600,T20190013897,1,0,Clear
193601,T20190013898,1,1,Clear
193602,T20190013900,1,0,Clear
193603,T20190013901,1,0,Clear
193604,T20190013902,9,0,Not known
193605,T20190013904,1,1,Clear
193606,T20190013905,1,0,Clear
193607,T20190013906,1,0,Clear
193608,T20190013909,1,0,Clear
193609,T20190013910,9,0,Not known
193610,T20190013914,1,0,Clear
193611,T20190013915,1,0,Clear
193612,T20190013916,1,1,Clear
193613,T20190013917,1,1,Clear
193614,T20190013919,1,0,Clear
193615,T20190013920,1,0,Clear
193616,T20190013923,1,1,Clear
193617,T20190013924,1,0,Clear
193618,T20190013926,1,0,Clear
193619,T20190013927,2,0,Raining
193620,T20190013928,1,0,Clear
193621,T20190013929,1,0,Clear
193622,T20190013931,1,0,Clear
193623,T20190013933,2,0,Raining
193624,T20190013935,1,0,Clear
193625,T20190013940,1,0,Clear
193626,T20190013941,2,0,Raining
193627,T20190013943,2,1,Raining
193628,T20190013944,9,1,Not known
193629,T20190013945,2,0,Raining
193630,T20190013946,2,0,Raining
193631,T20190013947,2,1,Raining
193632,T20190013948,2,0,Raining
193633,T20190013949,1,1,Clear
193634,T20190013950,2,0,Raining
193635,T20190013954,1,1,Clear
193636,T20190013955,2,1,Raining
193637,T20190013956,2,1,Raining
193638,T20190013957,2,0,Raining
193639,T20190013961,1,1,Clear
193640,T20190013963,1,1,Clear
193641,T20190013964,1,0,Clear
193642,T20190013967,1,1,Clear
193643,T20190013968,2,2,Raining
193644,T20190013968,4,1,Fog
193645,T20190013969,1,1,Clear
193646,T20190013970,2,0,Raining
193647,T20190013970,4,1,Fog
193648,T20190013971,1,0,Clear
193649,T20190013972,9,0,Not known
193650,T20190013979,1,0,Clear
193651,T20190013980,1,1,Clear
193652,T20190013981,1,1,Clear
193653,T20190013983,1,0,Clear
193654,T20190013984,1,0,Clear
193655,T20190013987,9,0,Not known
193656,T20190013989,1,0,Clear
193657,T20190013990,1,0,Clear
193658,T20190013993,1,1,Clear
193659,T20190013997,1,1,Clear
193660,T20190013998,1,1,Clear
193661,T20190014001,1,1,Clear
193662,T20190014005,1,0,Clear
193663,T20190014008,1,0,Clear
193664,T20190014009,1,0,Clear
193665,T20190014012,1,0,Clear
193666,T20190014014,1,1,Clear
193667,T20190014015,1,1,Clear
193668,T20190014021,1,0,Clear
193669,T20190014022,1,0,Clear
193670,T20190014023,9,0,Not known
193671,T20190014024,1,0,Clear
193672,T20190014025,1,1,Clear
193673,T20190014031,9,0,Not known
193674,T20190014034,1,0,Clear
193675,T20190014035,9,0,Not known
193676,T20190014037,1,0,Clear
193677,T20190014042,1,0,Clear
193678,T20190014045,1,0,Clear
193679,T20190014050,1,0,Clear
193680,T20190014051,2,0,Raining
193681,T20190014052,1,0,Clear
193682,T20190014056,9,1,Not known
193683,T20190014058,1,0,Clear
193684,T20190014060,1,1,Clear
193685,T20190014063,1,0,Clear
193686,T20190014065,1,1,Clear
193687,T20190014066,1,0,Clear
193688,T20190014067,1,1,Clear
193689,T20190014073,1,1,Clear
193690,T20190014076,1,0,Clear
193691,T20190014077,1,0,Clear
193692,T20190014078,1,1,Clear
193693,T20190014080,1,0,Clear
193694,T20190014081,1,0,Clear
193695,T20190014083,1,0,Clear
193696,T20190014084,1,1,Clear
193697,T20190014085,1,0,Clear
193698,T20190014089,1,1,Clear
193699,T20190014092,1,1,Clear
193700,T20190014093,1,0,Clear
193701,T20190014094,1,1,Clear
193702,T20190014095,1,1,Clear
193703,T20190014096,1,0,Clear
193704,T20190014097,1,0,Clear
193705,T20190014098,9,1,Not known
193706,T20190014101,9,0,Not known
193707,T20190014105,2,1,Raining
193708,T20190014107,1,1,Clear
193709,T20190014108,1,0,Clear
193710,T20190014109,1,0,Clear
193711,T20190014110,9,1,Not known
193712,T20190014112,1,1,Clear
193713,T20190014113,1,0,Clear
193714,T20190014114,1,0,Clear
193715,T20190014115,1,0,Clear
193716,T20190014116,1,1,Clear
193717,T20190014117,1,0,Clear
193718,T20190014118,1,0,Clear
193719,T20190014119,2,0,Raining
193720,T20190014123,1,0,Clear
193721,T20190014124,2,0,Raining
193722,T20190014125,2,0,Raining
193723,T20190014126,1,0,Clear
193724,T20190014127,1,0,Clear
193725,T20190014128,9,0,Not known
193726,T20190014129,2,0,Raining
193727,T20190014134,1,0,Clear
193728,T20190014137,1,1,Clear
193729,T20190014139,2,1,Raining
193730,T20190014141,2,1,Raining
193731,T20190014146,1,0,Clear
193732,T20190014150,1,0,Clear
193733,T20190014152,1,0,Clear
193734,T20190014153,1,0,Clear
193735,T20190014154,1,0,Clear
193736,T20190014155,1,0,Clear
193737,T20190014156,1,0,Clear
193738,T20190014157,9,0,Not known
193739,T20190014158,1,1,Clear
193740,T20190014160,1,0,Clear
193741,T20190014164,1,0,Clear
193742,T20190014166,2,0,Raining
193743,T20190014167,9,0,Not known
193744,T20190014170,1,1,Clear
193745,T20190014171,9,0,Not known
193746,T20190014173,1,0,Clear
193747,T20190014174,1,0,Clear
193748,T20190014178,1,0,Clear
193749,T20190014180,1,1,Clear
193750,T20190014181,9,0,Not known
193751,T20190014182,1,0,Clear
193752,T20190014183,1,0,Clear
193753,T20190014184,9,0,Not known
193754,T20190014185,1,0,Clear
193755,T20190014188,1,1,Clear
193756,T20190014190,1,0,Clear
193757,T20190014192,1,0,Clear
193758,T20190014193,1,1,Clear
193759,T20190014194,1,1,Clear
193760,T20190014195,1,0,Clear
193761,T20190014196,1,0,Clear
193762,T20190014199,1,1,Clear
193763,T20190014200,1,0,Clear
193764,T20190014201,1,1,Clear
193765,T20190014204,1,1,Clear
193766,T20190014206,1,1,Clear
193767,T20190014208,1,0,Clear
193768,T20190014209,1,1,Clear
193769,T20190014213,2,0,Raining
193770,T20190014214,1,1,Clear
193771,T20190014217,1,0,Clear
193772,T20190014219,1,1,Clear
193773,T20190014221,1,1,Clear
193774,T20190014223,1,1,Clear
193775,T20190014224,1,1,Clear
193776,T20190014225,2,0,Raining
193777,T20190014227,1,0,Clear
193778,T20190014228,1,0,Clear
193779,T20190014231,1,1,Clear
193780,T20190014232,1,0,Clear
193781,T20190014233,1,0,Clear
193782,T20190014236,9,1,Not known
193783,T20190014240,1,0,Clear
193784,T20190014241,1,1,Clear
193785,T20190014242,1,0,Clear
193786,T20190014243,2,0,Raining
193787,T20190014247,1,1,Clear
193788,T20190014249,1,0,Clear
193789,T20190014250,1,0,Clear
193790,T20190014253,1,1,Clear
193791,T20190014254,1,1,Clear
193792,T20190014255,9,1,Not known
193793,T20190014256,1,1,Clear
193794,T20190014258,1,1,Clear
193795,T20190014261,1,0,Clear
193796,T20190014262,1,1,Clear
193797,T20190014263,9,0,Not known
193798,T20190014264,1,0,Clear
193799,T20190014265,1,0,Clear
193800,T20190014267,1,1,Clear
193801,T20190014271,1,0,Clear
193802,T20190014274,1,1,Clear
193803,T20190014275,1,0,Clear
193804,T20190014276,1,0,Clear
193805,T20190014279,1,0,Clear
193806,T20190014280,1,1,Clear
193807,T20190014282,1,1,Clear
193808,T20190014286,1,1,Clear
193809,T20190014287,1,0,Clear
193810,T20190014290,9,0,Not known
193811,T20190014293,1,0,Clear
193812,T20190014294,1,1,Clear
193813,T20190014296,1,0,Clear
193814,T20190014298,1,0,Clear
193815,T20190014308,1,0,Clear
193816,T20190014309,9,0,Not known
193817,T20190014312,1,0,Clear
193818,T20190014315,1,0,Clear
193819,T20190014316,1,1,Clear
193820,T20190014317,1,1,Clear
193821,T20190014319,1,1,Clear
193822,T20190014320,1,0,Clear
193823,T20190014321,1,0,Clear
193824,T20190014322,1,0,Clear
193825,T20190014323,1,0,Clear
193826,T20190014325,1,0,Clear
193827,T20190014326,1,1,Clear
193828,T20190014327,9,0,Not known
193829,T20190014329,1,0,Clear
193830,T20190014330,9,0,Not known
193831,T20190014331,9,0,Not known
193832,T20190014332,1,0,Clear
193833,T20190014333,1,1,Clear
193834,T20190014334,1,0,Clear
193835,T20190014335,1,0,Clear
193836,T20190014336,1,0,Clear
193837,T20190014341,1,1,Clear
193838,T20190014343,1,1,Clear
193839,T20190014345,1,0,Clear
193840,T20190014347,9,0,Not known
193841,T20190014349,1,0,Clear
193842,T20190014352,1,0,Clear
193843,T20190014353,9,0,Not known
193844,T20190014354,1,1,Clear
193845,T20190014357,1,0,Clear
193846,T20190014358,1,0,Clear
193847,T20190014359,1,1,Clear
193848,T20190014360,1,1,Clear
193849,T20190014366,1,0,Clear
193850,T20190014367,1,1,Clear
193851,T20190014369,1,1,Clear
193852,T20190014372,1,1,Clear
193853,T20190014375,1,1,Clear
193854,T20190014377,1,0,Clear
193855,T20190014378,9,1,Not known
193856,T20190014379,1,1,Clear
193857,T20190014380,1,1,Clear
193858,T20190014381,9,0,Not known
193859,T20190014385,1,1,Clear
193860,T20190014386,1,1,Clear
193861,T20190014387,1,1,Clear
193862,T20190014390,1,1,Clear
193863,T20190014392,1,0,Clear
193864,T20190014396,9,1,Not known
193865,T20190014399,1,0,Clear
193866,T20190014400,9,0,Not known
193867,T20190014401,1,0,Clear
193868,T20190014405,2,1,Raining
193869,T20190014406,1,0,Clear
193870,T20190014410,1,0,Clear
193871,T20190014411,1,0,Clear
193872,T20190014412,1,1,Clear
193873,T20190014413,1,0,Clear
193874,T20190014415,1,0,Clear
193875,T20190014416,1,1,Clear
193876,T20190014417,1,1,Clear
193877,T20190014419,1,1,Clear
193878,T20190014420,1,0,Clear
193879,T20190014421,1,1,Clear
193880,T20190014422,1,1,Clear
193881,T20190014423,1,1,Clear
193882,T20190014426,1,0,Clear
193883,T20190014427,1,1,Clear
193884,T20190014428,1,0,Clear
193885,T20190014430,1,0,Clear
193886,T20190014433,9,0,Not known
193887,T20190014435,1,0,Clear
193888,T20190014436,1,1,Clear
193889,T20190014437,1,0,Clear
193890,T20190014438,1,1,Clear
193891,T20190014440,1,0,Clear
193892,T20190014442,9,0,Not known
193893,T20190014443,1,1,Clear
193894,T20190014445,1,0,Clear
193895,T20190014446,1,1,Clear
193896,T20190014448,1,0,Clear
193897,T20190014449,9,0,Not known
193898,T20190014455,1,1,Clear
193899,T20190014459,1,0,Clear
193900,T20190014462,1,1,Clear
193901,T20190014468,1,1,Clear
193902,T20190014470,1,0,Clear
193903,T20190014472,2,1,Raining
193904,T20190014475,1,0,Clear
193905,T20190014478,9,1,Not known
193906,T20190014483,1,0,Clear
193907,T20190014487,1,1,Clear
193908,T20190014488,1,1,Clear
193909,T20190014495,1,1,Clear
193910,T20190014496,1,0,Clear
193911,T20190014497,1,0,Clear
193912,T20190014498,1,0,Clear
193913,T20190014500,1,1,Clear
193914,T20190014501,1,0,Clear
193915,T20190014502,1,1,Clear
193916,T20190014503,1,0,Clear
193917,T20190014505,1,0,Clear
193918,T20190014506,1,0,Clear
193919,T20190014509,1,1,Clear
193920,T20190014510,2,1,Raining
193921,T20190014512,1,0,Clear
193922,T20190014513,1,0,Clear
193923,T20190014514,1,1,Clear
193924,T20190014515,1,1,Clear
193925,T20190014516,2,1,Raining
193926,T20190014517,1,0,Clear
193927,T20190014518,2,1,Raining
193928,T20190014519,1,1,Clear
193929,T20190014520,1,0,Clear
193930,T20190014521,1,1,Clear
193931,T20190014522,2,1,Raining
193932,T20190014524,1,1,Clear
193933,T20190014526,2,1,Raining
193934,T20190014535,1,1,Clear
193935,T20190014538,1,0,Clear
193936,T20190014540,1,1,Clear
193937,T20190014543,1,1,Clear
193938,T20190014546,1,0,Clear
193939,T20190014548,1,1,Clear
193940,T20190014549,1,1,Clear
193941,T20190014552,1,1,Clear
193942,T20190014555,1,0,Clear
193943,T20190014556,1,0,Clear
193944,T20190014560,1,0,Clear
193945,T20190014561,1,1,Clear
193946,T20190014564,1,0,Clear
193947,T20190014566,1,1,Clear
193948,T20190014567,1,0,Clear
193949,T20190014569,1,0,Clear
193950,T20190014570,1,1,Clear
193951,T20190014571,1,0,Clear
193952,T20190014572,1,0,Clear
193953,T20190014579,1,1,Clear
193954,T20190014581,1,0,Clear
193955,T20190014582,1,0,Clear
193956,T20190014584,1,1,Clear
193957,T20190014590,1,1,Clear
193958,T20190014593,9,1,Not known
193959,T20190014596,1,1,Clear
193960,T20190014597,1,0,Clear
193961,T20190014600,9,0,Not known
193962,T20190014601,1,1,Clear
193963,T20190014602,1,0,Clear
193964,T20190014605,9,0,Not known
193965,T20190014606,1,1,Clear
193966,T20190014607,1,1,Clear
193967,T20190014608,1,1,Clear
193968,T20190014609,1,1,Clear
193969,T20190014610,1,1,Clear
193970,T20190014611,1,0,Clear
193971,T20190014612,1,1,Clear
193972,T20190014615,1,1,Clear
193973,T20190014616,1,1,Clear
193974,T20190014618,1,0,Clear
193975,T20190014623,1,1,Clear
193976,T20190014625,1,1,Clear
193977,T20190014628,1,1,Clear
193978,T20190014629,1,0,Clear
193979,T20190014630,1,0,Clear
193980,T20190014632,1,0,Clear
193981,T20190014635,1,0,Clear
193982,T20190014638,2,0,Raining
193983,T20190014639,1,1,Clear
193984,T20190014640,1,1,Clear
193985,T20190014642,1,0,Clear
193986,T20190014644,1,1,Clear
193987,T20190014645,1,1,Clear
193988,T20190014646,9,0,Not known
193989,T20190014648,1,0,Clear
193990,T20190014650,1,1,Clear
193991,T20190014651,1,0,Clear
193992,T20190014652,1,1,Clear
193993,T20190014654,1,0,Clear
193994,T20190014657,1,0,Clear
193995,T20190014658,1,1,Clear
193996,T20190014659,1,1,Clear
193997,T20190014661,1,0,Clear
193998,T20190014665,1,1,Clear
193999,T20190014667,1,0,Clear
194000,T20190014669,1,1,Clear
194001,T20190014671,2,0,Raining
194002,T20190014673,1,0,Clear
194003,T20190014676,9,1,Not known
194004,T20190014677,2,1,Raining
194005,T20190014678,1,1,Clear
194006,T20190014680,1,1,Clear
194007,T20190014681,1,1,Clear
194008,T20190014682,1,0,Clear
194009,T20190014683,1,0,Clear
194010,T20190014685,9,0,Not known
194011,T20190014687,2,1,Raining
194012,T20190014688,1,0,Clear
194013,T20190014689,9,0,Not known
194014,T20190014690,1,0,Clear
194015,T20190014691,1,0,Clear
194016,T20190014692,1,1,Clear
194017,T20190014693,1,1,Clear
194018,T20190014696,1,1,Clear
194019,T20190014697,9,0,Not known
194020,T20190014700,1,1,Clear
194021,T20190014703,1,0,Clear
194022,T20190014704,1,0,Clear
194023,T20190014706,1,0,Clear
194024,T20190014707,2,0,Raining
194025,T20190014709,1,1,Clear
194026,T20190014711,1,0,Clear
194027,T20190014712,1,1,Clear
194028,T20190014716,1,1,Clear
194029,T20190014717,1,1,Clear
194030,T20190014718,1,1,Clear
194031,T20190014720,1,1,Clear
194032,T20190014722,4,0,Fog
194033,T20190014724,1,1,Clear
194034,T20190014725,1,0,Clear
194035,T20190014726,9,0,Not known
194036,T20190014727,9,0,Not known
194037,T20190014730,1,1,Clear
194038,T20190014731,1,0,Clear
194039,T20190014732,1,0,Clear
194040,T20190014733,1,0,Clear
194041,T20190014734,9,0,Not known
194042,T20190014735,9,0,Not known
194043,T20190014736,1,1,Clear
194044,T20190014737,1,1,Clear
194045,T20190014738,1,1,Clear
194046,T20190014739,1,1,Clear
194047,T20190014741,1,1,Clear
194048,T20190014741,7,2,Strong winds
194049,T20190014742,1,1,Clear
194050,T20190014746,1,0,Clear
194051,T20190014747,1,1,Clear
194052,T20190014750,9,1,Not known
194053,T20190014751,1,0,Clear
194054,T20190014752,1,1,Clear
194055,T20190014753,2,0,Raining
194056,T20190014757,9,0,Not known
194057,T20190014759,1,1,Clear
194058,T20190014760,1,0,Clear
194059,T20190014761,1,1,Clear
