,ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
160229,T20170004002,1,Dry,1
160230,T20170004005,1,Dry,1
160231,T20170004006,1,Dry,1
160232,T20170004010,1,Dry,1
160233,T20170004012,1,Dry,1
160234,T20170004017,1,Dry,1
160235,T20170004019,9,Unknown,0
160236,T20170004020,1,Dry,1
160237,T20170004021,1,Dry,0
160238,T20170004022,1,Dry,1
160239,T20170004023,1,Dry,0
160240,T20170004024,1,Dry,1
160241,T20170004027,1,Dry,1
160242,T20170004028,1,Dry,1
160243,T20170004029,2,Wet,1
160244,T20170004030,1,Dry,1
160245,T20170004031,1,Dry,1
160246,T20170004034,1,Dry,1
160247,T20170004036,1,Dry,0
160248,T20170004038,1,Dry,1
160249,T20170004040,1,Dry,1
160250,T20170004042,1,Dry,1
160251,T20170004044,1,Dry,1
160252,T20170004045,1,Dry,0
160253,T20170004049,1,Dry,1
160254,T20170004050,1,Dry,1
160255,T20170004051,1,Dry,1
160256,T20170004055,1,Dry,1
160257,T20170004057,1,Dry,1
160258,T20170004060,1,Dry,0
160259,T20170004063,1,Dry,1
160260,T20170004064,1,Dry,1
160261,T20170004065,9,Unknown,1
160262,T20170004067,1,Dry,1
160263,T20170004073,9,Unknown,1
160264,T20170004074,1,Dry,0
160265,T20170004075,2,Wet,0
160266,T20170004076,1,Dry,1
160267,T20170004077,2,Wet,1
160268,T20170004078,1,Dry,0
160269,T20170004079,1,Dry,0
160270,T20170004080,1,Dry,1
160271,T20170004081,1,Dry,1
160272,T20170004084,1,Dry,1
160273,T20170004089,1,Dry,1
160274,T20170004090,1,Dry,1
160275,T20170004092,1,Dry,1
160276,T20170004093,9,Unknown,0
160277,T20170004097,1,Dry,0
160278,T20170004099,1,Dry,1
160279,T20170004100,1,Dry,1
160280,T20170004101,1,Dry,1
160281,T20170004102,1,Dry,1
160282,T20170004104,1,Dry,1
160283,T20170004106,1,Dry,1
160284,T20170004107,1,Dry,0
160285,T20170004110,1,Dry,1
160286,T20170004112,1,Dry,1
160287,T20170004113,9,Unknown,1
160288,T20170004115,1,Dry,1
160289,T20170004116,1,Dry,1
160290,T20170004120,9,Unknown,1
160291,T20170004122,1,Dry,0
160292,T20170004123,1,Dry,1
160293,T20170004127,1,Dry,1
160294,T20170004131,1,Dry,1
160295,T20170004135,1,Dry,1
160296,T20170004136,1,Dry,1
160297,T20170004137,1,Dry,1
160298,T20170004138,1,Dry,1
160299,T20170004139,1,Dry,1
160300,T20170004140,1,Dry,0
160301,T20170004141,1,Dry,0
160302,T20170004142,1,Dry,1
160303,T20170004146,1,Dry,1
160304,T20170004147,1,Dry,1
160305,T20170004149,1,Dry,1
160306,T20170004150,1,Dry,1
160307,T20170004151,1,Dry,1
160308,T20170004152,1,Dry,1
160309,T20170004153,1,Dry,1
160310,T20170004157,1,Dry,1
160311,T20170004158,1,Dry,1
160312,T20170004159,1,Dry,0
160313,T20170004160,1,Dry,0
160314,T20170004162,9,Unknown,0
160315,T20170004163,2,Wet,1
160316,T20170004164,1,Dry,1
160317,T20170004166,1,Dry,1
160318,T20170004167,1,Dry,1
160319,T20170004168,1,Dry,0
160320,T20170004169,1,Dry,1
160321,T20170004170,1,Dry,1
160322,T20170004173,1,Dry,1
160323,T20170004175,1,Dry,1
160324,T20170004176,1,Dry,1
160325,T20170004178,1,Dry,1
160326,T20170004179,1,Dry,1
160327,T20170004180,1,Dry,1
160328,T20170004182,1,Dry,1
160329,T20170004186,1,Dry,1
160330,T20170004187,1,Dry,1
160331,T20170004188,1,Dry,0
160332,T20170004189,1,Dry,1
160333,T20170004190,1,Dry,1
160334,T20170004192,1,Dry,1
160335,T20170004193,1,Dry,1
160336,T20170004195,9,Unknown,0
160337,T20170004196,1,Dry,1
160338,T20170004197,1,Dry,1
160339,T20170004198,1,Dry,1
160340,T20170004199,1,Dry,1
160341,T20170004201,1,Dry,1
160342,T20170004202,1,Dry,1
160343,T20170004204,1,Dry,1
160344,T20170004205,1,Dry,1
160345,T20170004206,1,Dry,1
160346,T20170004207,1,Dry,1
160347,T20170004208,1,Dry,0
160348,T20170004209,1,Dry,1
160349,T20170004218,9,Unknown,1
160350,T20170004219,1,Dry,1
160351,T20170004221,1,Dry,1
160352,T20170004223,1,Dry,1
160353,T20170004224,1,Dry,0
160354,T20170004225,1,Dry,1
160355,T20170004226,1,Dry,1
160356,T20170004227,1,Dry,1
160357,T20170004228,1,Dry,1
160358,T20170004229,1,Dry,1
160359,T20170004232,1,Dry,1
160360,T20170004234,9,Unknown,0
160361,T20170004236,1,Dry,1
160362,T20170004237,1,Dry,0
160363,T20170004238,1,Dry,1
160364,T20170004239,1,Dry,1
160365,T20170004241,1,Dry,1
160366,T20170004242,1,Dry,1
160367,T20170004248,1,Dry,1
160368,T20170004249,1,Dry,1
160369,T20170004251,1,Dry,0
160370,T20170004252,1,Dry,0
160371,T20170004253,1,Dry,1
160372,T20170004256,1,Dry,1
160373,T20170004259,1,Dry,1
160374,T20170004261,1,Dry,1
160375,T20170004265,1,Dry,0
160376,T20170004266,1,Dry,1
160377,T20170004267,1,Dry,0
160378,T20170004268,1,Dry,1
160379,T20170004271,1,Dry,1
160380,T20170004272,1,Dry,1
160381,T20170004277,1,Dry,1
160382,T20170004278,1,Dry,1
160383,T20170004280,9,Unknown,1
160384,T20170004282,1,Dry,1
160385,T20170004284,1,Dry,1
160386,T20170004285,1,Dry,1
160387,T20170004286,1,Dry,1
160388,T20170004287,1,Dry,1
160389,T20170004289,1,Dry,1
160390,T20170004290,9,Unknown,1
160391,T20170004293,1,Dry,1
160392,T20170004294,1,Dry,1
160393,T20170004295,1,Dry,1
160394,T20170004296,1,Dry,1
160395,T20170004297,1,Dry,1
160396,T20170004298,1,Dry,1
160397,T20170004299,1,Dry,1
160398,T20170004300,1,Dry,1
160399,T20170004301,1,Dry,1
160400,T20170004302,1,Dry,0
160401,T20170004304,1,Dry,1
160402,T20170004305,1,Dry,1
160403,T20170004306,1,Dry,1
160404,T20170004307,1,Dry,1
160405,T20170004308,1,Dry,1
160406,T20170004309,1,Dry,1
160407,T20170004311,1,Dry,1
160408,T20170004314,1,Dry,1
160409,T20170004315,1,Dry,1
160410,T20170004318,1,Dry,1
160411,T20170004322,1,Dry,1
160412,T20170004323,2,Wet,0
160413,T20170004328,1,Dry,1
160414,T20170004329,1,Dry,1
160415,T20170004330,1,Dry,0
160416,T20170004331,1,Dry,0
160417,T20170004334,1,Dry,1
160418,T20170004335,1,Dry,1
160419,T20170004339,1,Dry,1
160420,T20170004340,1,Dry,1
160421,T20170004341,1,Dry,0
160422,T20170004342,1,Dry,1
160423,T20170004346,1,Dry,1
160424,T20170004347,1,Dry,1
160425,T20170004348,1,Dry,1
160426,T20170004350,2,Wet,1
160427,T20170004354,1,Dry,0
160428,T20170004355,1,Dry,1
160429,T20170004356,1,Dry,1
160430,T20170004357,1,Dry,1
160431,T20170004360,1,Dry,1
160432,T20170004361,1,Dry,1
160433,T20170004362,1,Dry,1
160434,T20170004363,1,Dry,1
160435,T20170004364,9,Unknown,1
160436,T20170004366,1,Dry,1
160437,T20170004369,1,Dry,0
160438,T20170004370,1,Dry,0
160439,T20170004376,1,Dry,1
160440,T20170004377,1,Dry,0
160441,T20170004378,1,Dry,1
160442,T20170004379,2,Wet,1
160443,T20170004380,2,Wet,1
160444,T20170004385,1,Dry,1
160445,T20170004388,1,Dry,0
160446,T20170004390,9,Unknown,1
160447,T20170004391,1,Dry,1
160448,T20170004393,1,Dry,1
160449,T20170004396,1,Dry,0
160450,T20170004397,9,Unknown,1
160451,T20170004398,1,Dry,0
160452,T20170004399,1,Dry,1
160453,T20170004400,1,Dry,1
160454,T20170004401,1,Dry,1
160455,T20170004402,1,Dry,1
160456,T20170004404,1,Dry,1
160457,T20170004405,9,Unknown,0
160458,T20170004406,1,Dry,1
160459,T20170004408,1,Dry,1
160460,T20170004409,1,Dry,1
160461,T20170004410,9,Unknown,1
160462,T20170004411,1,Dry,0
160463,T20170004412,1,Dry,1
160464,T20170004415,1,Dry,1
160465,T20170004416,1,Dry,1
