,ACCIDENT_NO,SURFACE_COND,Surface Cond Desc,SURFACE_COND_SEQ
201883,T20200007106,1,Dry,1
201884,T20200007108,1,Dry,0
201885,T20200007114,1,Dry,1
201886,T20200007115,1,Dry,1
201887,T20200007116,9,Unknown,0
201888,T20200007117,1,Dry,1
201889,T20200007121,1,Dry,1
201890,T20200007123,1,Dry,1
201891,T20200007127,1,Dry,1
201892,T20200007134,1,Dry,1
201893,T20200007139,1,Dry,1
201894,T20200007140,1,Dry,1
201895,T20200007141,1,Dry,0
201896,T20200007142,1,Dry,1
201897,T20200007143,1,Dry,1
201898,T20200007144,1,Dry,0
201899,T20200007146,1,Dry,1
201900,T20200007148,1,Dry,1
201901,T20200007151,1,Dry,1
201902,T20200007155,1,Dry,0
201903,T20200007157,1,Dry,1
201904,T20200007158,1,Dry,0
201905,T20200007159,1,Dry,0
201906,T20200007160,1,Dry,1
201907,T20200007164,1,Dry,1
201908,T20200007167,1,Dry,1
201909,T20200007168,1,Dry,1
201910,T20200007176,1,Dry,1
201911,T20200007182,9,Unknown,1
201912,T20200007183,1,Dry,0
201913,T20200007184,2,Wet,1
201914,T20200007186,1,Dry,1
201915,T20200007187,1,Dry,1
201916,T20200007189,1,Dry,1
201917,T20200007193,1,Dry,1
201918,T20200007197,1,Dry,1
201919,T20200007199,2,Wet,0
201920,T20200007200,1,Dry,1
201921,T20200007202,2,Wet,1
201922,T20200007203,2,Wet,1
201923,T20200007205,2,Wet,1
201924,T20200007209,1,Dry,1
201925,T20200007213,1,Dry,1
201926,T20200007215,1,Dry,1
201927,T20200007216,1,Dry,1
201928,T20200007218,1,Dry,0
201929,T20200007219,1,Dry,1
201930,T20200007220,1,Dry,1
201931,T20200007224,1,Dry,0
201932,T20200007225,1,Dry,1
201933,T20200007226,2,Wet,1
201934,T20200007230,1,Dry,0
201935,T20200007232,1,Dry,1
201936,T20200007233,1,Dry,1
201937,T20200007234,1,Dry,0
201938,T20200007235,1,Dry,1
201939,T20200007238,1,Dry,1
201940,T20200007239,1,Dry,0
201941,T20200007241,1,Dry,0
201942,T20200007249,1,Dry,1
201943,T20200007255,1,Dry,0
201944,T20200007258,1,Dry,0
201945,T20200007260,1,Dry,1
201946,T20200007261,1,Dry,1
201947,T20200007263,1,Dry,1
201948,T20200007267,1,Dry,1
201949,T20200007268,1,Dry,1
201950,T20200007269,1,Dry,1
201951,T20200007273,1,Dry,1
201952,T20200007274,1,Dry,1
201953,T20200007276,9,Unknown,0
201954,T20200007278,1,Dry,1
201955,T20200007279,1,Dry,1
201956,T20200007283,1,Dry,1
201957,T20200007287,1,Dry,1
201958,T20200007288,1,Dry,1
201959,T20200007290,1,Dry,0
201960,T20200007291,1,Dry,1
201961,T20200007292,1,Dry,0
201962,T20200007293,1,Dry,1
201963,T20200007295,1,Dry,1
201964,T20200007297,1,Dry,0
201965,T20200007298,1,Dry,1
201966,T20200007301,1,Dry,1
201967,T20200007303,1,Dry,0
201968,T20200007307,1,Dry,1
201969,T20200007308,1,Dry,0
201970,T20200007309,1,Dry,1
201971,T20200007311,1,Dry,1
201972,T20200007313,1,Dry,1
201973,T20200007315,1,Dry,0
201974,T20200007324,1,Dry,1
201975,T20200007325,9,Unknown,0
201976,T20200007326,1,Dry,0
201977,T20200007327,1,Dry,1
201978,T20200007331,1,Dry,1
201979,T20200007332,1,Dry,1
201980,T20200007333,1,Dry,0
201981,T20200007335,1,Dry,1
201982,T20200007337,1,Dry,1
201983,T20200007338,1,Dry,1
201984,T20200007341,1,Dry,1
201985,T20200007344,1,Dry,0
201986,T20200007345,1,Dry,1
201987,T20200007349,1,Dry,1
201988,T20200007351,1,Dry,0
201989,T20200007355,1,Dry,1
201990,T20200007358,1,Dry,0
201991,T20200007359,1,Dry,0
201992,T20200007361,1,Dry,1
201993,T20200007362,1,Dry,1
201994,T20200007366,1,Dry,0
201995,T20200007367,1,Dry,1
201996,T20200007369,1,Dry,1
201997,T20200007370,9,Unknown,1
201998,T20200007374,2,Wet,0
201999,T20200007375,1,Dry,1
202000,T20200007377,1,Dry,1
202001,T20200007379,1,Dry,1
202002,T20200007381,1,Dry,0
202003,T20200007385,1,Dry,0
202004,T20200007387,1,Dry,1
202005,T20200007391,2,Wet,1
202006,T20200007396,9,Unknown,0
202007,T20200007404,1,Dry,1
202008,T20200007408,2,Wet,0
202009,T20200007408,3,Muddy,1
202010,T20200007409,1,Dry,1
202011,T20200007411,2,Wet,1
202012,T20200007414,1,Dry,1
202013,T20200007416,2,Wet,1
202014,T20200007417,1,Dry,1
202015,T20200007418,2,Wet,1
202016,T20200007420,1,Dry,1
202017,T20200007423,1,Dry,1
202018,T20200007424,2,Wet,1
202019,T20200007429,2,Wet,0
202020,T20200007430,2,Wet,1
202021,T20200007435,1,Dry,1
202022,T20200007436,1,Dry,0
202023,T20200007437,1,Dry,1
202024,T20200007453,2,Wet,0
202025,T20200007454,1,Dry,0
202026,T20200007455,1,Dry,0
202027,T20200007457,1,Dry,0
202028,T20200007458,1,Dry,1
202029,T20200007459,9,Unknown,1
202030,T20200007460,1,Dry,1
202031,T20200007463,1,Dry,0
202032,T20200007465,9,Unknown,0
202033,T20200007468,1,Dry,0
202034,T20200007472,1,Dry,1
202035,T20200007473,1,Dry,0
202036,T20200007480,1,Dry,1
202037,T20200007481,1,Dry,1
202038,T20200007484,1,Dry,0
202039,T20200007488,1,Dry,1
202040,T20200007489,1,Dry,1
202041,T20200007490,2,Wet,0
202042,T20200007491,1,Dry,0
202043,T20200007492,1,Dry,1
202044,T20200007495,2,Wet,1
202045,T20200007497,2,Wet,1
202046,T20200007499,2,Wet,1
202047,T20200007504,1,Dry,0
202048,T20200007505,2,Wet,1
202049,T20200007509,1,Dry,1
202050,T20200007518,2,Wet,1
202051,T20200007519,2,Wet,1
202052,T20200007520,1,Dry,1
202053,T20200007524,1,Dry,0
202054,T20200007526,2,Wet,0
202055,T20200007530,2,Wet,1
202056,T20200007531,2,Wet,1
202057,T20200007532,2,Wet,1
202058,T20200007541,1,Dry,0
202059,T20200007544,2,Wet,1
202060,T20200007548,1,Dry,1
202061,T20200007549,2,Wet,1
202062,T20200007551,2,Wet,1
202063,T20200007555,1,Dry,0
202064,T20200007558,2,Wet,1
202065,T20200007560,2,Wet,1
202066,T20200007566,2,Wet,1
202067,T20200007566,3,Muddy,2
202068,T20200007568,2,Wet,1
202069,T20200007569,2,Wet,1
202070,T20200007571,2,Wet,1
202071,T20200007572,1,Dry,0
202072,T20200007575,2,Wet,1
202073,T20200007576,2,Wet,1
202074,T20200007579,2,Wet,1
202075,T20200007581,2,Wet,1
202076,T20200007584,2,Wet,0
202077,T20200007585,1,Dry,1
202078,T20200007587,1,Dry,0
202079,T20200007589,1,Dry,1
202080,T20200007591,1,Dry,1
202081,T20200007592,1,Dry,0
202082,T20200007593,1,Dry,1
202083,T20200007594,1,Dry,1
202084,T20200007597,1,Dry,1
202085,T20200007598,2,Wet,0
202086,T20200007603,1,Dry,0
202087,T20200007605,1,Dry,0
202088,T20200007606,1,Dry,0
202089,T20200007609,1,Dry,1
202090,T20200007611,1,Dry,0
202091,T20200007612,1,Dry,1
202092,T20200007614,2,Wet,0
202093,T20200007615,1,Dry,0
202094,T20200007618,1,Dry,1
202095,T20200007624,1,Dry,1
202096,T20200007628,1,Dry,0
202097,T20200007633,1,Dry,1
202098,T20200007634,1,Dry,1
202099,T20200007638,1,Dry,0
202100,T20200007640,2,Wet,1
202101,T20200007642,1,Dry,1
202102,T20200007644,1,Dry,1
202103,T20200007645,1,Dry,0
202104,T20200007646,1,Dry,1
202105,T20200007651,1,Dry,1
202106,T20200007653,1,Dry,0
202107,T20200007655,1,Dry,1
202108,T20200007660,1,Dry,0
202109,T20200007663,1,Dry,1
202110,T20200007664,1,Dry,1
202111,T20200007666,1,Dry,1
202112,T20200007668,1,Dry,1
202113,T20200007671,1,Dry,1
202114,T20200007675,2,Wet,1
202115,T20200007676,2,Wet,1
202116,T20200007678,2,Wet,0
202117,T20200007681,9,Unknown,0
202118,T20200007685,2,Wet,1
202119,T20200007690,1,Dry,0
202120,T20200007691,1,Dry,0
202121,T20200007697,1,Dry,0
202122,T20200007698,1,Dry,0
202123,T20200007700,1,Dry,0
202124,T20200007702,9,Unknown,0
202125,T20200007704,1,Dry,0
202126,T20200007706,1,Dry,1
202127,T20200007707,1,Dry,1
202128,T20200007708,1,Dry,1
202129,T20200007710,1,Dry,1
202130,T20200007712,9,Unknown,1
202131,T20200007713,1,Dry,0
202132,T20200007715,1,Dry,1
202133,T20200007717,1,Dry,1
202134,T20200007718,9,Unknown,1
202135,T20200007726,2,Wet,1
202136,T20200007727,1,Dry,1
202137,T20200007729,1,Dry,1
202138,T20200007731,1,Dry,0
202139,T20200007735,9,Unknown,0
202140,T20200007739,1,Dry,1
202141,T20200007740,1,Dry,1
202142,T20200007746,1,Dry,1
202143,T20200007747,1,Dry,0
202144,T20200007748,1,Dry,1
202145,T20200007751,1,Dry,1
202146,T20200007752,1,Dry,1
202147,T20200007755,1,Dry,0
202148,T20200007756,1,Dry,1
202149,T20200007757,1,Dry,1
202150,T20200007762,1,Dry,1
202151,T20200007763,2,Wet,1
202152,T20200007766,1,Dry,0
202153,T20200007768,1,Dry,1
202154,T20200007771,1,Dry,1
202155,T20200007774,1,Dry,0
202156,T20200007775,1,Dry,1
202157,T20200007779,1,Dry,1
202158,T20200007782,9,Unknown,1
202159,T20200007783,1,Dry,0
202160,T20200007785,1,Dry,1
202161,T20200007789,1,Dry,0
202162,T20200007793,1,Dry,0
202163,T20200007794,1,Dry,0
202164,T20200007800,1,Dry,0
202165,T20200007803,1,Dry,0
202166,T20200007804,1,Dry,1
202167,T20200007805,2,Wet,1
202168,T20200007806,1,Dry,1
202169,T20200007807,1,Dry,1
202170,T20200007813,1,Dry,1
202171,T20200007814,1,Dry,1
202172,T20200007815,1,Dry,1
202173,T20200007816,1,Dry,1
202174,T20200007818,1,Dry,1
202175,T20200007821,1,Dry,1
202176,T20200007822,1,Dry,1
202177,T20200007825,2,Wet,1
202178,T20200007830,1,Dry,0
202179,T20200007831,1,Dry,0
202180,T20200007833,1,Dry,0
202181,T20200007834,1,Dry,1
202182,T20200007837,1,Dry,0
202183,T20200007838,1,Dry,1
202184,T20200007840,1,Dry,1
202185,T20200007841,2,Wet,1
202186,T20200007842,2,Wet,0
202187,T20200007842,5,Icy,1
202188,T20200007848,1,Dry,1
202189,T20200007849,2,Wet,1
202190,T20200007851,1,Dry,0
202191,T20200007858,1,Dry,0
202192,T20200007861,1,Dry,1
202193,T20200007862,1,Dry,0
202194,T20200007864,1,Dry,1
202195,T20200007865,1,Dry,1
202196,T20200007869,1,Dry,1
202197,T20200007876,1,Dry,1
202198,T20200007880,1,Dry,1
202199,T20200007882,1,Dry,0
202200,T20200007884,1,Dry,0
202201,T20200007892,1,Dry,1
202202,T20200007896,1,Dry,1
202203,T20200007899,1,Dry,1
202204,T20200007900,1,Dry,0
202205,T20200007902,1,Dry,0
202206,T20200007907,2,Wet,0
202207,T20200007908,1,Dry,0
202208,T20200007912,1,Dry,1
202209,T20200007915,1,Dry,1
202210,T20200007921,1,Dry,1
202211,T20200007925,1,Dry,1
202212,T20200007926,9,Unknown,0
202213,T20200007927,1,Dry,0
202214,T20200007928,2,Wet,1
202215,T20200007929,1,Dry,0
202216,T20200007932,2,Wet,1
202217,T20200007933,1,Dry,1
202218,T20200007934,1,Dry,0
202219,T20200007938,1,Dry,1
202220,T20200007941,1,Dry,0
202221,T20200007943,1,Dry,1
202222,T20200007945,1,Dry,1
202223,T20200007954,1,Dry,0
202224,T20200007955,1,Dry,0
202225,T20200007956,9,Unknown,1
202226,T20200007957,1,Dry,1
202227,T20200007961,1,Dry,1
202228,T20200007962,1,Dry,0
202229,T20200007964,1,Dry,1
202230,T20200007967,2,Wet,1
202231,T20200007969,9,Unknown,0
202232,T20200007973,1,Dry,1
202233,T20200007976,1,Dry,1
202234,T20200007978,1,Dry,1
202235,T20200007979,1,Dry,0
202236,T20200007986,1,Dry,0
202237,T20200007988,1,Dry,1
202238,T20200007992,1,Dry,1
202239,T20200007994,1,Dry,1
202240,T20200007998,1,Dry,1
202241,T20200008005,1,Dry,0
202242,T20200008007,1,Dry,1
202243,T20200008010,1,Dry,1
202244,T20200008011,1,Dry,0
202245,T20200008012,1,Dry,0
202246,T20200008013,1,Dry,0
202247,T20200008014,1,Dry,0
202248,T20200008016,1,Dry,1
202249,T20200008018,9,Unknown,1
202250,T20200008019,2,Wet,0
202251,T20200008022,1,Dry,1
202252,T20200008029,1,Dry,0
202253,T20200008032,1,Dry,1
202254,T20200008033,9,Unknown,0
202255,T20200008036,9,Unknown,1
202256,T20200008040,1,Dry,0
202257,T20200008046,1,Dry,1
202258,T20200008049,1,Dry,1
202259,T20200008056,1,Dry,1
202260,T20200008062,1,Dry,0
202261,T20200008064,1,Dry,1
202262,T20200008065,1,Dry,0
202263,T20200008068,1,Dry,1
202264,T20200008069,1,Dry,1
202265,T20200008070,1,Dry,1
202266,T20200008071,9,Unknown,0
202267,T20200008072,1,Dry,0
202268,T20200008076,1,Dry,1
202269,T20200008083,1,Dry,1
202270,T20200008090,1,Dry,1
202271,T20200008091,1,Dry,1
202272,T20200008099,1,Dry,1
202273,T20200008102,1,Dry,1
202274,T20200008105,1,Dry,1
202275,T20200008109,1,Dry,0
202276,T20200008111,1,Dry,0
202277,T20200008113,1,Dry,1
202278,T20200008114,1,Dry,1
202279,T20200008115,2,Wet,1
202280,T20200008117,1,Dry,1
202281,T20200008119,2,Wet,1
202282,T20200008121,2,Wet,0
202283,T20200008122,2,Wet,1
202284,T20200008130,9,Unknown,1
202285,T20200008131,1,Dry,0
202286,T20200008132,9,Unknown,1
202287,T20200008134,1,Dry,0
202288,T20200008137,1,Dry,0
202289,T20200008139,1,Dry,0
202290,T20200008140,1,Dry,1
202291,T20200008142,1,Dry,1
202292,T20200008144,1,Dry,1
202293,T20200008147,1,Dry,1
202294,T20200008148,1,Dry,0
202295,T20200008150,1,Dry,0
202296,T20200008152,1,Dry,1
202297,T20200008153,1,Dry,0
202298,T20200008154,1,Dry,0
202299,T20200008155,1,Dry,0
202300,T20200008162,1,Dry,0
202301,T20200008164,2,Wet,1
202302,T20200008169,2,Wet,1
202303,T20200008174,1,Dry,0
202304,T20200008179,2,Wet,1
202305,T20200008184,1,Dry,0
202306,T20200008186,1,Dry,1
202307,T20200008190,9,Unknown,1
202308,T20200008191,1,Dry,1
202309,T20200008193,1,Dry,1
202310,T20200008194,1,Dry,0
202311,T20200008195,1,Dry,0
202312,T20200008196,1,Dry,1
202313,T20200008200,9,Unknown,0
202314,T20200008201,1,Dry,1
202315,T20200008203,1,Dry,0
202316,T20200008205,2,Wet,0
202317,T20200008209,2,Wet,1
202318,T20200008212,1,Dry,0
202319,T20200008213,1,Dry,1
202320,T20200008214,1,Dry,1
202321,T20200008215,1,Dry,1
202322,T20200008216,1,Dry,0
202323,T20200008219,1,Dry,0
202324,T20200008222,1,Dry,1
202325,T20200008223,1,Dry,0
202326,T20200008225,1,Dry,1
202327,T20200008226,1,Dry,0
202328,T20200008227,9,Unknown,0
202329,T20200008229,1,Dry,1
202330,T20200008234,1,Dry,1
202331,T20200008235,1,Dry,0
202332,T20200008240,1,Dry,1
202333,T20200008246,2,Wet,1
202334,T20200008250,1,Dry,1
202335,T20200008252,1,Dry,1
202336,T20200008255,1,Dry,1
202337,T20200008256,1,Dry,1
202338,T20200008257,1,Dry,1
202339,T20200008261,1,Dry,0
202340,T20200008263,2,Wet,1
202341,T20200008264,1,Dry,1
202342,T20200008265,1,Dry,1
202343,T20200008266,1,Dry,2
202344,T20200008266,2,Wet,1
202345,T20200008269,1,Dry,1
202346,T20200008275,1,Dry,1
202347,T20200008278,1,Dry,0
202348,T20200008280,2,Wet,0
202349,T20200008281,1,Dry,0
202350,T20200008283,1,Dry,0
202351,T20200008284,1,Dry,1
202352,T20200008287,1,Dry,1
202353,T20200008291,1,Dry,0
202354,T20200008293,1,Dry,1
202355,T20200008295,1,Dry,0
202356,T20200008296,1,Dry,1
202357,T20200008297,1,Dry,1
202358,T20200008298,1,Dry,1
202359,T20200008299,1,Dry,0
202360,T20200008301,1,Dry,0
202361,T20200008305,1,Dry,1
202362,T20200008306,1,Dry,1
202363,T20200008309,1,Dry,0
202364,T20200008312,1,Dry,0
202365,T20200008314,9,Unknown,1
202366,T20200008315,1,Dry,1
202367,T20200008317,1,Dry,0
202368,T20200008318,1,Dry,1
202369,T20200008322,1,Dry,0
202370,T20200008324,1,Dry,0
202371,T20200008326,1,Dry,0
202372,T20200008327,1,Dry,0
202373,T20200008330,1,Dry,0
202374,T20200008331,1,Dry,0
202375,T20200008333,1,Dry,0
202376,T20200008334,1,Dry,1
202377,T20200008336,2,Wet,0
202378,T20200008337,1,Dry,1
202379,T20200008339,2,Wet,1
202380,T20200008345,1,Dry,0
202381,T20200008350,2,Wet,0
202382,T20200008351,2,Wet,0
202383,T20200008353,1,Dry,0
202384,T20200008355,1,Dry,1
202385,T20200008356,1,Dry,1
202386,T20200008358,1,Dry,1
202387,T20200008361,1,Dry,1
202388,T20200008365,1,Dry,0
202389,T20200008366,1,Dry,1
202390,T20200008367,1,Dry,1
202391,T20200008369,1,Dry,0
202392,T20200008371,1,Dry,0
202393,T20200008372,1,Dry,1
202394,T20200008374,9,Unknown,1
202395,T20200008376,1,Dry,1
202396,T20200008377,2,Wet,0
202397,T20200008379,1,Dry,0
202398,T20200008382,1,Dry,1
202399,T20200008384,9,Unknown,0
202400,T20200008389,5,Icy,1
202401,T20200008390,1,Dry,1
202402,T20200008394,1,Dry,0
202403,T20200008396,1,Dry,1
202404,T20200008400,1,Dry,1
202405,T20200008402,1,Dry,1
202406,T20200008403,1,Dry,0
202407,T20200008404,1,Dry,1
202408,T20200008407,1,Dry,1
202409,T20200008411,1,Dry,1
202410,T20200008416,1,Dry,1
202411,T20200008420,1,Dry,0
202412,T20200008422,1,Dry,1
202413,T20200008426,1,Dry,1
202414,T20200008427,2,Wet,1
202415,T20200008429,1,Dry,1
202416,T20200008430,1,Dry,1
202417,T20200008436,2,Wet,1
202418,T20200008442,2,Wet,1
202419,T20200008449,1,Dry,1
202420,T20200008450,1,Dry,1
202421,T20200008458,1,Dry,1
202422,T20200008458,2,Wet,2
202423,T20200008460,2,Wet,1
202424,T20200008470,1,Dry,1
202425,T20200008472,1,Dry,1
202426,T20200008473,1,Dry,1
202427,T20200008478,1,Dry,1
202428,T20200008482,1,Dry,1
202429,T20200008484,1,Dry,1
202430,T20200008485,1,Dry,1
202431,T20200008487,9,Unknown,1
202432,T20200008489,1,Dry,1
202433,T20200008490,1,Dry,1
202434,T20200008491,1,Dry,0
202435,T20200008492,1,Dry,1
202436,T20200008496,9,Unknown,0
202437,T20200008499,1,Dry,0
202438,T20200008500,2,Wet,0
202439,T20200008501,1,Dry,1
202440,T20200008505,1,Dry,0
202441,T20200008508,1,Dry,1
202442,T20200008510,1,Dry,0
202443,T20200008511,1,Dry,1
202444,T20200008516,1,Dry,0
202445,T20200008522,1,Dry,0
202446,T20200008523,1,Dry,1
202447,T20200008524,1,Dry,1
202448,T20200008528,1,Dry,0
202449,T20200008529,1,Dry,1
202450,T20200008531,1,Dry,1
202451,T20200008534,1,Dry,0
202452,T20200008536,1,Dry,0
202453,T20200008537,1,Dry,1
202454,T20200008538,2,Wet,0
202455,T20200008539,1,Dry,1
202456,T20200008540,1,Dry,0
202457,T20200008541,1,Dry,1
202458,T20200008543,1,Dry,1
202459,T20200008547,1,Dry,0
202460,T20200008548,1,Dry,0
202461,T20200008549,2,Wet,1
202462,T20200008549,5,Icy,2
202463,T20200008552,1,Dry,0
202464,T20200008557,9,Unknown,0
202465,T20200008559,1,Dry,1
202466,T20200008561,9,Unknown,0
202467,T20200008565,1,Dry,1
202468,T20200008569,1,Dry,1
202469,T20200008570,1,Dry,0
202470,T20200008571,1,Dry,0
202471,T20200008574,1,Dry,1
202472,T20200008576,9,Unknown,0
202473,T20200008577,2,Wet,1
202474,T20200008578,2,Wet,1
202475,T20200008581,2,Wet,1
202476,T20200008585,1,Dry,1
202477,T20200008588,1,Dry,1
202478,T20200008589,2,Wet,1
202479,T20200008590,1,Dry,1
202480,T20200008593,1,Dry,1
202481,T20200008598,2,Wet,1
202482,T20200008605,1,Dry,1
202483,T20200008606,2,Wet,0
202484,T20200008608,2,Wet,0
202485,T20200008613,1,Dry,0
202486,T20200008614,2,Wet,0
202487,T20200008617,1,Dry,1
202488,T20200008619,2,Wet,1
202489,T20200008621,9,Unknown,0
202490,T20200008623,2,Wet,1
202491,T20200008627,2,Wet,1
202492,T20200008629,2,Wet,1
202493,T20200008633,1,Dry,1
202494,T20200008634,2,Wet,0
202495,T20200008636,1,Dry,0
202496,T20200008638,1,Dry,1
202497,T20200008642,2,Wet,0
202498,T20200008643,9,Unknown,0
202499,T20200008644,1,Dry,0
202500,T20200008645,1,Dry,1
202501,T20200008647,3,Muddy,0
202502,T20200008656,1,Dry,1
202503,T20200008657,1,Dry,1
202504,T20200008658,1,Dry,1
202505,T20200008659,2,Wet,1
202506,T20200008660,2,Wet,0
202507,T20200008661,2,Wet,1
202508,T20200008663,1,Dry,0
202509,T20200008665,2,Wet,0
202510,T20200008666,1,Dry,1
202511,T20200008670,1,Dry,1
202512,T20200008671,1,Dry,1
202513,T20200008674,2,Wet,1
202514,T20200008675,2,Wet,0
202515,T20200008677,2,Wet,0
202516,T20200008680,1,Dry,0
202517,T20200008683,1,Dry,0
202518,T20200008684,2,Wet,0
202519,T20200008686,2,Wet,1
202520,T20200008687,1,Dry,0
202521,T20200008689,9,Unknown,1
202522,T20200008692,1,Dry,1
202523,T20200008694,2,Wet,1
202524,T20200008697,2,Wet,0
202525,T20200008699,1,Dry,1
202526,T20200008700,2,Wet,0
202527,T20200008702,1,Dry,0
202528,T20200008703,1,Dry,1
202529,T20200008705,1,Dry,0
202530,T20200008705,2,Wet,1
202531,T20200008706,2,Wet,1
202532,T20200008708,2,Wet,1
202533,T20200008709,2,Wet,1
202534,T20200008712,1,Dry,0
202535,T20200008714,1,Dry,0
202536,T20200008715,1,Dry,1
202537,T20200008716,1,Dry,1
202538,T20200008719,2,Wet,1
202539,T20200008720,2,Wet,1
202540,T20200008722,2,Wet,1
202541,T20200008724,2,Wet,1
202542,T20200008725,1,Dry,1
202543,T20200008728,1,Dry,1
202544,T20200008730,2,Wet,1
202545,T20200008734,2,Wet,0
202546,T20200008735,9,Unknown,0
202547,T20200008736,2,Wet,1
202548,T20200008738,9,Unknown,0
202549,T20200008739,2,Wet,0
202550,T20200008741,1,Dry,1
202551,T20200008742,2,Wet,0
202552,T20200008746,2,Wet,1
202553,T20200008748,1,Dry,0
202554,T20200008750,1,Dry,1
202555,T20200008754,1,Dry,1
202556,T20200008757,2,Wet,1
202557,T20200008758,2,Wet,1
202558,T20200008760,2,Wet,1
202559,T20200008764,1,Dry,0
202560,T20200008766,2,Wet,1
202561,T20200008770,9,Unknown,0
202562,T20200008772,2,Wet,0
202563,T20200008774,1,Dry,1
202564,T20200008776,2,Wet,1
202565,T20200008780,2,Wet,1
202566,T20200008783,1,Dry,0
202567,T20200008786,2,Wet,1
202568,T20200008788,1,Dry,0
202569,T20200008793,1,Dry,1
202570,T20200008795,1,Dry,1
202571,T20200008798,1,Dry,1
202572,T20200008800,9,Unknown,0
202573,T20200008802,9,Unknown,0
202574,T20200008805,9,Unknown,1
202575,T20200008807,1,Dry,1
202576,T20200008809,9,Unknown,1
202577,T20200008813,1,Dry,0
202578,T20200008814,1,Dry,1
202579,T20200008815,1,Dry,0
202580,T20200008817,1,Dry,0
202581,T20200008819,1,Dry,1
202582,T20200008821,9,Unknown,1
202583,T20200008823,1,Dry,0
202584,T20200008831,2,Wet,1
202585,T20200008834,1,Dry,1
202586,T20200008836,1,Dry,1
202587,T20200008837,1,Dry,1
202588,T20200008838,2,Wet,0
202589,T20200008840,1,Dry,1
202590,T20200008842,5,Icy,1
202591,T20200008843,2,Wet,1
202592,T20200008844,1,Dry,1
202593,T20200008846,9,Unknown,1
202594,T20200008852,1,Dry,1
202595,T20200008858,1,Dry,1
202596,T20200008860,1,Dry,1
202597,T20200008861,9,Unknown,1
202598,T20200008863,1,Dry,1
202599,T20200008864,1,Dry,1
202600,T20200008865,1,Dry,1
202601,T20200008876,9,Unknown,1
202602,T20200008877,1,Dry,1
202603,T20200008882,1,Dry,1
202604,T20200008883,1,Dry,1
202605,T20200008885,2,Wet,1
202606,T20200008885,3,Muddy,2
202607,T20200008886,2,Wet,1
202608,T20200008887,9,Unknown,1
202609,T20200008888,1,Dry,1
202610,T20200008889,2,Wet,1
202611,T20200008895,1,Dry,0
202612,T20200008897,9,Unknown,1
202613,T20200008898,1,Dry,1
202614,T20200008899,5,Icy,0
202615,T20200008900,1,Dry,1
202616,T20200008902,1,Dry,0
202617,T20200008903,1,Dry,1
202618,T20200008909,1,Dry,1
202619,T20200008910,1,Dry,0
202620,T20200008911,2,Wet,1
202621,T20200008913,1,Dry,0
202622,T20200008918,1,Dry,1
202623,T20200008921,1,Dry,0
202624,T20200008923,1,Dry,1
202625,T20200008924,1,Dry,1
202626,T20200008927,9,Unknown,0
202627,T20200008930,1,Dry,0
202628,T20200008931,1,Dry,1
202629,T20200008932,1,Dry,0
202630,T20200008934,1,Dry,1
202631,T20200008935,1,Dry,1
202632,T20200008936,2,Wet,0
202633,T20200008938,1,Dry,1
202634,T20200008939,1,Dry,0
202635,T20200008940,1,Dry,1
202636,T20200008943,1,Dry,1
202637,T20200008945,1,Dry,1
202638,T20200008946,1,Dry,1
202639,T20200008948,1,Dry,1
202640,T20200008949,1,Dry,0
202641,T20200008950,1,Dry,0
202642,T20200008951,1,Dry,0
202643,T20200008954,2,Wet,0
202644,T20200008955,1,Dry,1
202645,T20200008958,1,Dry,1
202646,T20200008963,1,Dry,1
202647,T20200008965,1,Dry,0
202648,T20200008969,1,Dry,1
202649,T20200008974,1,Dry,1
202650,T20200008979,1,Dry,0
202651,T20200008980,1,Dry,1
202652,T20200008987,1,Dry,0
202653,T20200008988,1,Dry,0
202654,T20200008990,1,Dry,0
202655,T20200008993,1,Dry,1
202656,T20200008996,1,Dry,0
202657,T20200009003,1,Dry,0
202658,T20200009004,1,Dry,0
202659,T20200009009,1,Dry,0
202660,T20200009011,1,Dry,0
202661,T20200009012,1,Dry,1
202662,T20200009016,1,Dry,1
202663,T20200009018,1,Dry,1
202664,T20200009022,1,Dry,0
202665,T20200009023,2,Wet,1
202666,T20200009025,1,Dry,0
202667,T20200009026,1,Dry,1
202668,T20200009029,9,Unknown,0
202669,T20200009031,1,Dry,0
202670,T20200009032,1,Dry,1
202671,T20200009033,2,Wet,0
202672,T20200009035,1,Dry,1
202673,T20200009036,1,Dry,0
202674,T20200009038,9,Unknown,0
202675,T20200009039,1,Dry,0
202676,T20200009045,1,Dry,0
202677,T20200009048,2,Wet,0
202678,T20200009051,1,Dry,1
202679,T20200009052,1,Dry,0
202680,T20200009053,1,Dry,1
202681,T20200009055,1,Dry,1
202682,T20200009056,1,Dry,0
202683,T20200009065,1,Dry,1
202684,T20200009067,1,Dry,1
202685,T20200009068,1,Dry,0
202686,T20200009070,1,Dry,1
202687,T20200009072,1,Dry,0
202688,T20200009073,1,Dry,1
202689,T20200009078,1,Dry,0
202690,T20200009081,1,Dry,1
202691,T20200009094,1,Dry,0
202692,T20200009096,1,Dry,0
202693,T20200009099,9,Unknown,0
202694,T20200009100,9,Unknown,0
202695,T20200009104,1,Dry,1
202696,T20200009105,2,Wet,1
202697,T20200009106,1,Dry,1
202698,T20200009107,1,Dry,1
202699,T20200009110,2,Wet,0
